chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
10 52559169 52645435 A1CF 0.00163876440775178 NA NA NA NA NA 0 151
10 124768495 124817827 ACADSB 0.00197863228229058 NA NA NA NA NA 0 228
10 15119522 15130775 ACBD7 0.00506771068049163 NA NA NA NA NA 0 278
10 127700950 128077024 ADAM12 0.00242771068334466 NA NA NA NA NA 0 244
10 75910960 76469061 ADK 0.010467517984822 NA NA NA NA NA 0 16
10 4934796 5025475 AKR1C1 0.00368451712142596 NA NA NA NA NA 0 284
10 5077546 5149878 AKR1C3 0.00960710712227616 NA NA NA NA NA 0 289
10 5237425 5261139 AKR1C4 0.300855047719897 NA NA NA NA NA 0 31
10 92671853 92681033 ANKRD1 0.00104453919561954 NA NA NA NA NA 0 160
10 81910645 81965328 ANXA11 0.190141459913388 NA NA NA NA NA 0 16
10 75134859 75173834 ANXA7 0.00895054874768992 NA NA NA NA NA 0 16
10 104433488 104474164 ARL3 0.140196181046227 NA NA NA NA NA 0 15
10 18948334 18970568 ARL5B 0.00226360017564428 NA NA NA NA NA 0 210
10 104629273 104661656 AS3MT 0.00558836059920167 NA NA NA NA NA 0 77
10 51942538 52008370 ASAH2 0.34836527653138 NA NA NA NA NA 0 19
10 73856278 73976892 ASCC1 0.000536871367481947 NA NA NA NA NA 0 159
10 89511269 89601100 ATAD1 0.00444453412643741 NA NA NA NA NA 0 198
10 121410882 121437331 BAG3 0.00366014326528878 NA NA NA NA NA 0 182
10 28966271 28971868 BAMBI 0.00532527574149947 NA NA NA NA NA 0 292
10 127512115 127542264 BCCIP 0.00273694861721717 NA NA NA NA NA 0 209
10 97951458 98031344 BLNK 0.00304580394244444 NA NA NA NA NA 0 162
10 133781578 133795435 BNIP3 0.00378610026631768 NA NA NA NA NA 0 305
10 73471458 73497581 C10orf105 0.00427734508588945 NA NA NA NA NA 0 304
10 71390007 71393352 C10orf35 0.0041541286506087 NA NA NA NA NA 0 368
10 73507316 73533255 C10orf54 0.10803999455459 NA NA NA NA NA 0 15
10 135138927 135150475 CALY 0.00555757768091076 NA NA NA NA NA 0 128
10 12391481 12877545 CAMK1D 0.00478075853103836 NA NA NA NA NA 0 312
10 85954410 85979377 CDHR1 0.00252176673894292 NA NA NA NA NA 0 195
10 14861249 14880574 CDNF 0.0465473449651177 NA NA NA NA NA 0 28
10 11047259 11378674 CELF2 0.00274466792567697 NA NA NA NA NA 0 240
10 125767184 125853206 CHST15 0.0230641108549923 NA NA NA NA NA 0 15
10 73724123 73773322 CHST3 0.00266227916244369 NA NA NA NA NA 0 233
10 60028818 60049346 CISD1 0.00327654129270695 NA NA NA NA NA 0 130
10 71561644 71724031 COL13A1 0.00350061708978323 NA NA NA NA NA 0 366
10 101801950 101841634 CPN1 0.00379853501239212 NA NA NA NA NA 0 120
10 99624757 99790585 CRTAC1 0.0767811829636708 NA NA NA NA NA 0 180
10 43633934 43680756 CSGALNACT2 0.00286932982424851 NA NA NA NA NA 0 147
10 16865963 17171830 CUBN 0.0046549081952539 NA NA NA NA NA 0 245
10 101462315 101515891 CUTC 0.000679971689127063 NA NA NA NA NA 0 128
10 124591665 124639146 CUZD1 0.00267467935014133 NA NA NA NA NA 0 207
10 44793038 44881941 CXCL12 0.0257503364377717 NA NA NA NA NA 0 161
10 74033678 74035794 DDIT4 0.00308841860692252 NA NA NA NA NA 0 107
10 45466429 45474257 DEPP 0.00497940521850792 NA NA NA NA NA 0 154
10 54074056 54077802 DKK1 0.116437275462019 NA NA NA NA NA 0 27
10 124320181 124403252 DMBT1 0.00476107552572194 NA NA NA NA NA 0 248
10 74092588 74114988 DNAJB12 0.0163334576109506 NA NA NA NA NA 0 17
10 50572237 50603497 DRGX 0.00555696917123412 NA NA NA NA NA 0 174
10 76854192 76868979 DUSP13 0.0378075380097722 NA NA NA NA NA 0 102
10 135175984 135187193 ECHS1 0.00769716066435364 NA NA NA NA NA 0 122
10 72164135 72188374 EIF4EBP2 0.00333604861228314 NA NA NA NA NA 0 269
10 97471536 97637023 ENTPD1 0.060748189023276 NA NA NA NA NA 0 48
10 101909851 101948091 ERLIN1 0.00648958788127292 NA NA NA NA NA 0 126
10 99195899 99205774 EXOSC1 0.00062918780674343 NA NA NA NA NA 0 210
10 15253642 15413061 FAM171A1 0.00441939096725737 NA NA NA NA NA 0 239
10 126490354 126525239 FAM175B 0.00486552892430658 NA NA NA NA NA 0 267
10 82167585 82192753 FAM213A 0.0087147162188521 NA NA NA NA NA 0 213
10 124608594 124639157 FAM24B 0.00385681281126581 NA NA NA NA NA 0 203
10 127585108 127698161 FANK1 0.00161777947557624 NA NA NA NA NA 0 211
10 90750414 90775542 FAS 0.090788587398668 NA NA NA NA NA 0 57
10 103529899 103535854 FGF8 0.00200605461689449 NA NA NA NA NA 0 72
10 93666346 93669240 FGFBP3 0.155810849587029 NA NA NA NA NA 0 18
10 123237848 123357972 FGFR2 0.0035268872409761 NA NA NA NA NA 0 245
10 5807186 5884095 GDI2 0.116385811047277 NA NA NA NA NA 0 23
10 117816444 118032979 GFRA1 0.0545937133173202 NA NA NA NA NA 0 179
10 131934663 131982785 GLRX3 0.0122068416440016 NA NA NA NA NA 0 295
10 101156627 101190381 GOT1 0.00226544914567063 NA NA NA NA NA 0 113
10 125425871 125454123 GPR26 0.00267153089990151 NA NA NA NA NA 0 296
10 87359312 88126250 GRID1 0.00245280465257084 NA NA NA NA NA 0 22
10 105995114 106027217 GSTO1 0.298890751567226 NA NA NA NA NA 0 16
10 69681665 69835105 HERC4 0.00216761739010401 NA NA NA NA NA 0 97
10 102288829 102319755 HIF1AN 0.00291618850000105 NA NA NA NA NA 0 179
10 71029740 71161638 HK1 0.00235148508442638 NA NA NA NA NA 0 266
10 43881065 43904614 HNRNPF 0.00739357897573926 NA NA NA NA NA 0 160
10 99344080 99372559 HOGA1 0.00396673449987464 NA NA NA NA NA 0 188
10 92500578 92617671 HTR7 0.00238461335815385 NA NA NA NA NA 0 154
10 124221041 124274424 HTRA1 0.0319669351306267 NA NA NA NA NA 0 40
10 94211441 94333833 IDE 0.00235494257397443 NA NA NA NA NA 0 88
10 1085848 1095110 IDI1 0.00796781265008717 NA NA NA NA NA 0 234
10 1064847 1071799 IDI2 0.061345137601845 NA NA NA NA NA 0 15
10 91061712 91069033 IFIT2 0.00163542518558673 NA NA NA NA NA 0 197
10 91087651 91100728 IFIT3 0.00316406794552163 NA NA NA NA NA 0 196
10 5990855 6020150 IL15RA 0.0235866982645253 NA NA NA NA NA 0 17
10 6052652 6104288 IL2RA 0.0127713259318155 NA NA NA NA NA 0 381
10 105036920 105050108 INA 0.00290466209759582 NA NA NA NA NA 0 108
10 7745232 7791483 ITIH2 0.166797322009934 NA NA NA NA NA 0 15
10 7601232 7708961 ITIH5 0.173932858022299 NA NA NA NA NA 0 35
10 133918175 133998313 JAKMIP3 0.00756326718258463 NA NA NA NA NA 0 302
10 102821598 102827888 KAZALD1 0.0036384640141482 NA NA NA NA NA 0 207
10 70748487 70776738 KIAA1279 0.00821903033011567 NA NA NA NA NA 0 177
10 7792925 7829990 KIN 0.00189154316035066 NA NA NA NA NA 0 324
10 90484301 90512543 LIPK 0.00158553164367668 NA NA NA NA NA 0 188
10 90521163 90537999 LIPN 0.268584351325752 NA NA NA NA NA 0 17
10 85980254 85985345 LRIT2 0.00494401784749768 NA NA NA NA NA 0 184
10 68685764 68859588 LRRTM3 0.00213380546958638 NA NA NA NA NA 0 15
10 30900718 30918691 LYZL2 0.00191697116019777 NA NA NA NA NA 0 191
10 49514698 49647403 MAPK8 0.00296843431655524 NA NA NA NA NA 0 127
10 54525140 54531460 MBL2 0.341720537666732 NA NA NA NA NA 0 126
10 89264632 89313217 MINPP1 0.0156113436570962 NA NA NA NA NA 0 83
10 88695297 88729238 MMRN2 0.00207825225420567 NA NA NA NA NA 0 118
10 28339922 28623415 MPP7 0.00412647817718826 NA NA NA NA NA 0 162
10 17851343 18200091 MRC1 0.559578848210436 NA NA NA NA NA 0 18
10 46528753 46543628 MSMB 0.676782484069111 NA NA NA NA NA 0 75
10 23384435 23410942 MSRB2 0.00508855611760785 NA NA NA NA NA 0 140
10 30598730 30663377 MTPAP 0.00918142212405325 NA NA NA NA NA 0 241
10 111967363 112047123 MXI1 0.00102975573594658 NA NA NA NA NA 0 144
10 102265385 102289757 NDUFB8 0.00196125602258953 NA NA NA NA NA 0 173
10 5454514 5500426 NET1 0.00106598140893032 NA NA NA NA NA 0 289
10 105253736 105352309 NEURL1 0.00287555714258625 NA NA NA NA NA 0 131
10 15144583 15210692 NMT2 0.0354279132345244 NA NA NA NA NA 0 27
10 72192071 72207707 NODAL 0.00178483291427971 NA NA NA NA NA 0 260
