chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
5 148521046 148640105 ABLIM3 0.00781157499246132 NA NA NA NA NA 0 230
5 156822542 157002783 ADAM19 0.00425535369252062 NA NA NA NA NA 0 169
5 64444563 64777747 ADAMTS6 0.00120916136798284 NA NA NA NA NA 0 98
5 148651434 148721365 AFAP1L1 0.00481646289591735 NA NA NA NA NA 0 237
5 76325076 76361059 AGGF1 0.000903118841876993 NA NA NA NA NA 0 228
5 150480273 150537443 ANXA6 0.00213880001494696 NA NA NA NA NA 0 205
5 139937853 139973337 APBB3 0.000959184413438279 NA NA NA NA NA 0 71
5 53179775 53606412 ARL15 0.00133722401294297 NA NA NA NA NA 0 243
5 90664541 90679176 ARRDC3 0.000953361627841343 NA NA NA NA NA 0 139
5 78073032 78281910 ARSB 0.0424989488085589 NA NA NA NA NA 0 15
5 94890778 94940768 ARSK 0.0133698568964723 NA NA NA NA NA 0 154
5 151121877 151152093 ATOX1 0.0178082935705117 NA NA NA NA NA 0 158
5 177027101 177037348 B4GALT7 0.0245511907407183 NA NA NA NA NA 0 16
5 69966745 70863649 BDP1 0.000910409016520956 NA NA NA NA NA 0 118
5 78365540 78385289 BHMT2 0.00171838833444415 NA NA NA NA NA 0 203
5 180415845 180433727 BTNL3 0.00329000904050753 NA NA NA NA NA 0 140
5 180326077 180377906 BTNL8 0.0978719894210145 NA NA NA NA NA 0 17
5 180467225 180488523 BTNL9 0.0058500981144354 NA NA NA NA NA 0 132
5 34019553 34043937 C1QTNF3 0.0152820935724835 NA NA NA NA NA 0 41
5 2752245 2755508 C5orf38 0.00354648126117696 NA NA NA NA NA 0 430
5 147260289 147286101 C5orf46 0.00257068819452436 NA NA NA NA NA 0 149
5 126378250 126409184 C5orf63 0.00109285702637652 NA NA NA NA NA 0 130
5 41142336 41261540 C6 0.0930352372780636 NA NA NA NA NA 0 114
5 40909354 40983041 C7 0.204497125170206 NA NA NA NA NA 0 16
5 39284364 39424970 C9 0.0442968968251105 NA NA NA NA NA 0 47
5 149599054 149669854 CAMK2A 0.00325009502816984 NA NA NA NA NA 0 242
5 110559351 110830584 CAMK4 0.00214429396746436 NA NA NA NA NA 0 142
5 179105629 179157926 CANX 0.00142042021417089 NA NA NA NA NA 0 318
5 35904397 35938881 CAPSL 0.00103708566051687 NA NA NA NA NA 0 123
5 71014990 71016875 CARTPT 0.00248081276314208 NA NA NA NA NA 0 175
