chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
13 111766906 111958084 ARHGEF7 0.00175883341114039 NA NA NA NA NA 0 285
13 50202435 50208008 ARL11 0.000553322773429307 NA NA NA NA NA 0 118
13 114303119 114312501 ATP4B 0.00185181632690727 NA NA NA NA NA 0 193
13 31774073 31906413 B3GALTL 0.0534674723484412 NA NA NA NA NA 0 15
13 24881304 24896673 C1QTNF9 0.0468568508068458 NA NA NA NA NA 0 18
13 37005967 37017019 CCNA1 0.00162732251460495 NA NA NA NA NA 0 183
13 53029564 53050763 CKAP2 0.00267419165292588 NA NA NA NA NA 0 106
13 77564795 77576652 CLN5 0.0282203291191158 NA NA NA NA NA 0 160
13 46627321 46679211 CPB2 0.280786335978095 NA NA NA NA NA 0 21
13 36345478 36705443 DCLK1 0.0401986159966767 NA NA NA NA NA 0 207
13 114110134 114145267 DCUN1D2 0.00214675192920848 NA NA NA NA NA 0 174
13 43597339 43683045 DNAJC15 0.00105992665088742 NA NA NA NA NA 0 219
13 99445741 99738879 DOCK9 0.0014958204739801 NA NA NA NA NA 0 221
13 22066830 22178320 EFHA1 0.00213456884511238 NA NA NA NA NA 0 287
13 107142079 107187462 EFNB2 0.00380581578824305 NA NA NA NA NA 0 280
13 43787654 44361044 ENOX1 0.0014716888247225 NA NA NA NA NA 0 194
13 47345391 47371367 ESD 0.171813255790937 NA NA NA NA NA 0 15
13 37572953 37583750 EXOSC8 0.00135326128963326 NA NA NA NA NA 0 176
13 113777128 113803843 F10 0.0612365172202099 NA NA NA NA NA 0 22
13 113760105 113774995 F7 0.267217218054442 NA NA NA NA NA 0 17
13 22245522 22278637 FGF9 0.00497466220959538 NA NA NA NA NA 0 303
13 28874489 29069265 FLT1 0.00252064714814517 NA NA NA NA NA 0 250
13 28577411 28674729 FLT3 0.0029956382177584 NA NA NA NA NA 0 240
13 39261266 39460074 FREM2 0.0141980864122797 NA NA NA NA NA 0 20
13 114523522 114567046 GAS6 0.0705293952477478 NA NA NA NA NA 0 17
13 92050929 93519490 GPC5 0.228124324349934 NA NA NA NA NA 0 31
13 93879095 95059655 GPC6 0.00760263159485989 NA NA NA NA NA 0 144
13 31032884 31191734 HMGB1 0.0027170678737315 NA NA NA NA NA 0 310
13 96743093 97485671 HS6ST3 0.013404757579158 NA NA NA NA NA 0 64
13 31710762 31736525 HSPH1 0.0145130581482302 NA NA NA NA NA 0 15
13 47405685 47471169 HTR2A 0.000459935565719127 NA NA NA NA NA 0 186
13 21276266 21297237 IL17D 0.000912161370017701 NA NA NA NA NA 0 262
13 111365083 111373421 ING1 0.00123038379292771 NA NA NA NA NA 0 378
13 48807294 48837063 ITM2B 0.000877866750490361 NA NA NA NA NA 0 108
13 103436631 103451357 KDELC1 0.0033336996970304 NA NA NA NA NA 0 230
13 33590207 33640282 KL 0.0239919074594254 NA NA NA NA NA 0 167
13 113951556 113977987 LAMP1 0.00134291595161581 NA NA NA NA NA 0 245
13 46700055 46786006 LCP1 0.0125500757593093 NA NA NA NA NA 0 15
13 53277399 53313947 LECT1 0.00119104354527799 NA NA NA NA NA 0 138
13 113548692 113754053 MCF2L 0.00216249960731588 NA NA NA NA NA 0 287
13 48627459 48669267 MED4 0.0033663043730928 NA NA NA NA NA 0 108
13 28009776 28024739 MTIF3 0.00761775948278292 NA NA NA NA NA 0 19
13 25802307 25862147 MTMR6 0.00132413031111517 NA NA NA NA NA 0 204
13 39612443 39624246 NHLRC3 0.00189189352218851 NA NA NA NA NA 0 164
13 53602894 53626192 OLFM4 0.00192369775124733 NA NA NA NA NA 0 170
13 25670300 25673389 PABPC3 0.00201821241202782 NA NA NA NA NA 0 240
13 53418109 53422775 PCDH8 0.00154697141621802 NA NA NA NA NA 0 148
13 66876967 67804468 PCDH9 0.0140423555809524 NA NA NA NA NA 0 125
13 38136720 38172981 POSTN 0.0479986638566489 NA NA NA NA NA 0 141
13 98086476 98121382 RAP2A 0.00228225782451258 NA NA NA NA NA 0 143
13 48877887 49056122 RB1 0.00105983242100393 NA NA NA NA NA 0 115
13 37393361 37403241 RFXAP 0.00258367727199045 NA NA NA NA NA 0 183
13 21714653 21723221 SAP18 0.00242654086001046 NA NA NA NA NA 0 207
13 26618735 26625169 SHISA2 0.00328233445770279 NA NA NA NA NA 0 204
13 84451344 84456528 SLITRK1 0.0117033044200856 NA NA NA NA NA 0 119
13 88324870 88331871 SLITRK5 0.049000496224961 NA NA NA NA NA 0 117
13 86366925 86373623 SLITRK6 0.0467550847138663 NA NA NA NA NA 0 40
13 36875775 36944317 SPG20 0.0015436782931574 NA NA NA NA NA 0 203
13 99102455 99230194 STK24 0.00578466206964598 NA NA NA NA NA 0 311
13 53226844 53275044 SUGT1 0.0119625177982723 NA NA NA NA NA 0 145
13 111968531 111996596 TEX29 0.000452085709898095 NA NA NA NA NA 0 228
13 52951305 52980629 THSD1 0.126003751460611 NA NA NA NA NA 0 15
13 24144509 24250232 TNFRSF19 0.0253675433597026 NA NA NA NA NA 0 281
13 43136872 43182149 TNFSF11 0.00226806375855668 NA NA NA NA NA 0 195
13 108903588 108960832 TNFSF13B 0.00772797252986764 NA NA NA NA NA 0 319
13 45911008 45915505 TPT1 0.0131863051187877 NA NA NA NA NA 0 179
13 38923986 38937140 UFM1 0.00246362457907425 NA NA NA NA NA 0 155
