chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
7 100487615 100494594 ACHE 0.00100572968724509 NA NA NA NA NA 0 275
7 87563458 87832204 ADAM22 0.0749976035537633 NA NA NA NA NA 0 249
7 150782918 150841523 AGAP3 0.000597980377619992 NA NA NA NA NA 0 576
7 16831435 16873057 AGR2 0.000905834688672879 NA NA NA NA NA 0 437
7 16899029 16921611 AGR3 0.00176697583409091 NA NA NA NA NA 0 411
7 134127102 134144036 AKR1B1 0.0035368094252104 NA NA NA NA NA 0 247
7 134212344 134226160 AKR1B10 0.000626434481538937 NA NA NA NA NA 0 241
7 137687070 137802732 AKR1D1 0.00241940809278313 NA NA NA NA NA 0 508
7 150521715 150558592 AOC1 0.469693903703153 NA NA NA NA NA 0 524
7 99699172 99707968 AP4M1 0.000998372767217851 NA NA NA NA NA 0 163
7 127228399 127231759 ARF5 0.000750328880015133 NA NA NA NA NA 0 233
7 102715328 102740205 ARMC10 0.000882052223461494 NA NA NA NA NA 0 244
7 98971872 98992424 ARPC1B 0.00351353240437497 NA NA NA NA NA 0 191
7 65540785 65558545 ASL 0.0173918537752924 NA NA NA NA NA 0 88
7 99046098 99063954 ATP5J2 0.000651604626660542 NA NA NA NA NA 0 215
7 99564343 99573780 AZGP1 0.0221405926865785 NA NA NA NA NA 0 137
7 107220422 107269615 BCAP29 0.000586508308307553 NA NA NA NA NA 0 341
7 43798279 43846939 BLVRA 0.00220665920717454 NA NA NA NA NA 0 318
7 33944523 34195484 BMPER 0.0179871339055639 NA NA NA NA NA 0 344
7 134331560 134364565 BPGM 0.00192645196861757 NA NA NA NA NA 0 246
7 140419127 140624564 BRAF 0.00229228265519584 NA NA NA NA NA 0 364
7 2577511 2595361 BRAT1 0.00154806355231944 NA NA NA NA NA 0 516
7 47834889 47859445 C7orf69 0.0012525058478261 NA NA NA NA NA 0 422
7 135347244 135378166 C7orf73 0.000997218602592188 NA NA NA NA NA 0 357
7 71244476 71912136 CALN1 0.00127976693063204 NA NA NA NA NA 0 379
7 44256749 44374176 CAMK2B 0.000546904924020064 NA NA NA NA NA 0 349
7 142985308 143004789 CASP2 0.000311698822559714 NA NA NA NA NA 0 253
7 115927434 116148595 CAV2 0.000771142684019641 NA NA NA NA NA 0 277
7 26240782 26252976 CBX3 0.000465807437247754 NA NA NA NA NA 0 355
7 23636998 23684327 CCDC126 0.0379805561250908 NA NA NA NA NA 0 304
