chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
11 105946228 105969437 AASDHPPT 0.00471308503495855 NA NA NA NA NA 0 114
11 134123389 134135749 ACAD8 0.00122796815235755 NA NA NA NA NA 0 334
11 107992243 108018503 ACAT1 0.0134138081229188 NA NA NA NA NA 0 125
11 47260853 47270457 ACP2 0.00276980747393925 NA NA NA NA NA 0 51
11 125541417 125551018 ACRV1 0.00340230475038927 NA NA NA NA NA 0 210
11 130318869 130346532 ADAMTS15 0.00522929392624952 NA NA NA NA NA 0 239
11 10326227 10328944 ADM 0.00607072397709449 NA NA NA NA NA 0 15
11 67033881 67054027 ADRBK1 0.00622891193327188 NA NA NA NA NA 0 96
11 67250512 67258574 AIP 0.00210015424033215 NA NA NA NA NA 0 121
11 67776048 67796744 ALDH3B1 0.00463593809368783 NA NA NA NA NA 0 152
11 43902361 43941816 ALKBH3 0.0249631054570668 NA NA NA NA NA 0 225
11 118064455 118095809 AMICA1 0.00165710597613469 NA NA NA NA NA 0 220
11 924894 1012239 AP2A2 0.0238632271171579 NA NA NA NA NA 0 198
11 6416355 6440644 APBB1 0.00226517008115454 NA NA NA NA NA 0 286
11 129939732 130014699 APLP2 0.0158037941187802 NA NA NA NA NA 0 17
11 116706467 116708666 APOA1 0.00368245050648741 NA NA NA NA NA 0 243
11 116691419 116694022 APOA4 0.0191048182291145 NA NA NA NA NA 0 18
11 116660083 116663136 APOA5 0.194858420928606 NA NA NA NA NA 0 15
11 116700422 116703788 APOC3 0.0110346653985442 NA NA NA NA NA 0 229
11 47185848 47198676 ARFGAP2 0.00616601710652561 NA NA NA NA NA 0 48
11 6496910 6502666 ARFIP2 0.00201247259679175 NA NA NA NA NA 0 289
11 46698630 46722165 ARHGAP1 0.00458588279209528 NA NA NA NA NA 0 26
11 64781585 64789656 ARL2 0.00328346268181887 NA NA NA NA NA 0 112
11 74975226 75062873 ARRB1 0.124432249532594 NA NA NA NA NA 0 15
