chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
2 211052663 211090215 ACADL 0.000563159314336525 NA NA NA NA NA 0 203
2 264140 278283 ACP1 0.406076874848059 NA NA NA NA NA 0 227
2 148602086 148688393 ACVR2A 0.000284868700627952 NA NA NA NA NA 0 231
2 54197975 54532437 ACYP2 0.0245814368409621 NA NA NA NA NA 0 348
2 9628615 9695921 ADAM17 0.00107348816624512 NA NA NA NA NA 0 561
2 207308263 207485851 ADAM23 0.221934783299084 NA NA NA NA NA 0 417
2 3501132 3523507 ADI1 0.00240908009235077 NA NA NA NA NA 0 630
2 228336868 228425930 AGFG1 0.00621477029366601 NA NA NA NA NA 0 476
2 29415640 30144432 ALK 0.00146034390556636 NA NA NA NA NA 0 586
2 233320833 233324742 ALPI 0.000327526357679572 NA NA NA NA NA 0 384
2 233271553 233275424 ALPPL2 0.0311375958895586 NA NA NA NA NA 0 334
2 128619204 128643496 AMMECR1L 0.00105279548807338 NA NA NA NA NA 0 346
2 69240310 69476459 ANTXR1 0.00249462968249386 NA NA NA NA NA 0 327
2 69871557 70053596 ANXA4 0.0309985244608786 NA NA NA NA NA 0 331
2 21224301 21266945 APOB 0.00273799939040801 NA NA NA NA NA 0 366
2 68906733 69053965 ARHGAP25 0.0189755550982186 NA NA NA NA NA 0 394
2 152645498 152685006 ARL5A 0.00101126074154034 NA NA NA NA NA 0 236
2 9346894 9545812 ASAP2 0.000962563411451622 NA NA NA NA NA 0 559
2 220378892 220403494 ASIC4 0.000736311767888422 NA NA NA NA NA 0 378
2 70187226 70189397 ASPRV1 0.00225171748876545 NA NA NA NA NA 0 288
2 96789589 96804175 ASTL 0.000225058276985956 NA NA NA NA NA 0 110
2 242576628 242613272 ATG4B 0.00141731137319006 NA NA NA NA NA 0 278
2 168675182 168730551 B3GALT1 0.000632743971390779 NA NA NA NA NA 0 324
2 62423248 62451866 B3GNT2 0.0239579087037761 NA NA NA NA NA 0 206
2 215590370 215674428 BARD1 0.000861067728346719 NA NA NA NA NA 0 338
2 111876955 111926024 BCL2L11 0.000626399598043611 NA NA NA NA NA 0 254
2 127805603 127864931 BIN1 0.00925321023742446 NA NA NA NA NA 0 308
2 69092613 69098649 BMP10 0.00169703177031171 NA NA NA NA NA 0 319
2 203241659 203432474 BMPR2 0.000600462389772748 NA NA NA NA NA 0 201
2 74362525 74375121 BOLA3 0.0091935321437292 NA NA NA NA NA 0 270
2 111395275 111435691 BUB1 0.000970505360258582 NA NA NA NA NA 0 274
2 68268262 68338080 C1D 0.0015716853060468 NA NA NA NA NA 0 399
2 119913819 119916465 C1QL2 0.00106237116242619 NA NA NA NA NA 0 313
2 106679702 106694615 C2orf40 0.000531992066477847 NA NA NA NA NA 0 419
2 197669726 197675000 C2orf66 0.000391738349410681 NA NA NA NA NA 0 205
2 231577560 231685790 CAB39 0.000668158791718333 NA NA NA NA NA 0 422
2 152689290 152955593 CACNB4 0.000719906227516657 NA NA NA NA NA 0 262
2 85621871 85645555 CAPG 0.0527835490610382 NA NA NA NA NA 0 266
2 202047604 202094129 CASP10 0.000475199390616453 NA NA NA NA NA 0 286
2 202098166 202152434 CASP8 0.000810028836216736 NA NA NA NA NA 0 294
2 228678558 228682272 CCL20 0.00180103837941049 NA NA NA NA NA 0 422
2 73460548 73480149 CCT7 0.000423030616375099 NA NA NA NA NA 0 205
2 71057347 71062953 CD207 0.00116969448681221 NA NA NA NA NA 0 378
2 87011729 87035519 CD8A 0.0572382468340312 NA NA NA NA NA 0 188
2 87042462 87089047 CD8B 0.0016277524497744 NA NA NA NA NA 0 185
2 131350339 131357123 CFC1 0.000592486775142353 NA NA NA NA NA 0 274
2 201980827 202041410 CFLAR 0.000873426689134215 NA NA NA NA NA 0 295
2 27321757 27341995 CGREF1 0.000841351637671048 NA NA NA NA NA 0 200
2 68511303 68547183 CNRIP1 0.115465145185884 NA NA NA NA NA 0 373
2 124782864 125672864 CNTNAP5 0.000968626213218962 NA NA NA NA NA 0 319
2 189839046 189877472 COL3A1 0.00388682523091588 NA NA NA NA NA 0 158
2 238232646 238323018 COL6A3 0.00509442372585163 NA NA NA NA NA 0 480
2 3642426 3692048 COLEC11 0.2299630216609 NA NA NA NA NA 0 579
2 62115859 62374382 COMMD1 0.000696383837922228 NA NA NA NA NA 0 219
2 232646381 232673963 COPS7B 0.000921298785235736 NA NA NA NA NA 0 394
2 98262503 98264846 COX5B 0.000490983511893445 NA NA NA NA NA 0 147
2 42560686 42652228 COX7A2L 0.00115510850909754 NA NA NA NA NA 0 371
2 36583069 36784311 CRIM1 0.000846830132190227 NA NA NA NA NA 0 390
2 46843555 46852881 CRIPT 0.00317795484471348 NA NA NA NA NA 0 616
2 208986331 208989225 CRYGD 0.0088658339174411 NA NA NA NA NA 0 322
2 204732509 204738683 CTLA4 0.000831221736104441 NA NA NA NA NA 0 269
2 79412357 80875905 CTNNA2 0.00120126658233215 NA NA NA NA NA 0 576
2 225334867 225450110 CUL3 0.00173493153225704 NA NA NA NA NA 0 322
2 158271131 158345473 CYTIP 0.000944225895529311 NA NA NA NA NA 0 294
2 136664247 136743670 DARS 0.000936613864409203 NA NA NA NA NA 0 130
