chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
10 90694831 90751147 ACTA2 0.00308140482660783 NA NA NA NA NA 0 376
10 135075907 135090372 ADAM8 0.0613277687571377 NA NA NA NA NA 0 121
10 5237425 5261139 AKR1C4 0.00241608174359656 NA NA NA NA NA 0 576
10 81910645 81965328 ANXA11 0.00405642494537728 NA NA NA NA NA 0 374
10 26727132 26856732 APBB1IP 0.0250335295082159 NA NA NA NA NA 0 15
10 51942538 52008370 ASAH2 0.224960898362217 NA NA NA NA NA 0 16
10 121410882 121437331 BAG3 0.00402165635558439 NA NA NA NA NA 0 414
10 28966271 28971868 BAMBI 0.00304610851003738 NA NA NA NA NA 0 437
10 85954410 85979377 CDHR1 0.038889285726796 NA NA NA NA NA 0 135
10 14861249 14880574 CDNF 0.0415476317880044 NA NA NA NA NA 0 230
10 99624757 99790585 CRTAC1 0.159790938176251 NA NA NA NA NA 0 55
10 44793038 44881941 CXCL12 0.0238182506500231 NA NA NA NA NA 0 61
10 54074056 54077802 DKK1 0.00959064644222015 NA NA NA NA NA 0 47
10 101635334 101769676 DNMBP 0.0118794287714113 NA NA NA NA NA 0 254
10 90750414 90775542 FAS 0.0504758952101697 NA NA NA NA NA 0 107
10 123237848 123357972 FGFR2 0.0134169871065141 NA NA NA NA NA 0 111
10 47817957 48416853 GDF2 0.00122803112963904 NA NA NA NA NA 0 151
10 117816444 118032979 GFRA1 0.0319811283828769 NA NA NA NA NA 0 312
10 120967101 121215131 GRK5 0.0312420105876682 NA NA NA NA NA 0 16
10 1064847 1071799 IDI2 0.0701079651993042 NA NA NA NA NA 0 15
10 5990855 6020150 IL15RA 0.0628355902841763 NA NA NA NA NA 0 41
10 6052652 6104288 IL2RA 0.116002539353956 NA NA NA NA NA 0 625
10 33189247 33294720 ITGB1 0.00148178915084618 NA NA NA NA NA 0 330
10 102821598 102827888 KAZALD1 0.133008888166549 NA NA NA NA NA 0 45
10 70748559 70803300 KIFBP 0.00168560332443766 NA NA NA NA NA 0 439
10 126150403 126306457 LHPP 0.124710613437003 NA NA NA NA NA 0 67
10 131265448 131566271 MGMT 0.120180033431027 NA NA NA NA NA 0 589
10 46528755 46,543,628 MSMB 0.230444128161906 NA NA NA NA NA 0 74
10 33466420 33625190 NRP1 0.0507943532559191 NA NA NA NA NA 0 296
10 12207324 12238143 NUDT5 0.00341361346699722 NA NA NA NA NA 0 568
10 70042417 70092806 PBLD 0.102019050007652 NA NA NA NA NA 0 15
10 98353069 98480271 PIK3AP1 0.0358369508779717 NA NA NA NA NA 0 15
10 75668935 75677255 PLAU 0.00885727052192323 NA NA NA NA NA 0 123
10 118380352 118404654 PNLIPRP2 0.279014633767022 NA NA NA NA NA 0 92
10 120927215 120938345 PRDX3 0.0026088604656272 NA NA NA NA NA 0 367
10 6469105 6622263 PRKCQ 0.00139855484335893 NA NA NA NA NA 0 721
10 25137536 25241533 PRTFDC1 0.0141429755469893 NA NA NA NA NA 0 15
10 89622870 89731687 PTEN 0.000940720884389196 NA NA NA NA NA 0 286
10 43572475 43625799 RET 0.10328726143806 NA NA NA NA NA 0 70
10 81370695 81375196 SFTPA1 0.0249333080793302 NA NA NA NA NA 0 16
10 81315608 81320153 SFTPA2 0.177474158790623 NA NA NA NA NA 0 30
10 81697496 81742370 SFTPD 0.19250658127668 NA NA NA NA NA 0 126
10 88718375 88723017 SNCG 0.362273731930931 NA NA NA NA NA 0 45
10 17270258 17279592 VIM 0.00158287110072871 NA NA NA NA NA 0 346
10 73507313 73533277 VSIR 0.0516573535714664 NA NA NA NA NA 0 31
