chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
11 105946228 105969437 AASDHPPT 0.000940575291956055 NA NA NA NA NA 0 206
11 134123389 134135749 ACAD8 0.000918908105501186 NA NA NA NA NA 0 563
11 107992243 108018503 ACAT1 0.00449092691662382 NA NA NA NA NA 0 63
11 47260853 47270457 ACP2 0.000694457248338846 NA NA NA NA NA 0 85
11 125541417 125551018 ACRV1 0.00121239849725381 NA NA NA NA NA 0 498
11 130318869 130346532 ADAMTS15 0.00238293218987442 NA NA NA NA NA 0 591
11 10326227 10328944 ADM 0.00161866389534751 NA NA NA NA NA 0 377
11 67033881 67054027 ADRBK1 0.000311244088217603 NA NA NA NA NA 0 196
11 67250512 67258574 AIP 0.000726425217678544 NA NA NA NA NA 0 212
11 67776048 67796744 ALDH3B1 0.00706077463711307 NA NA NA NA NA 0 238
11 43902361 43941816 ALKBH3 0.047264552604517 NA NA NA NA NA 0 447
11 118064455 118095809 AMICA1 0.000629878036964544 NA NA NA NA NA 0 416
11 924894 1012239 AP2A2 0.00525882620346477 NA NA NA NA NA 0 500
11 6416355 6440644 APBB1 0.000707094229267566 NA NA NA NA NA 0 536
11 129939732 130014699 APLP2 0.0158250561771902 NA NA NA NA NA 0 488
11 116706467 116708666 APOA1 0.055352336542747 NA NA NA NA NA 0 16
11 116691419 116694022 APOA4 0.00736856198571497 NA NA NA NA NA 0 487
11 116660083 116663136 APOA5 0.136985535359113 NA NA NA NA NA 0 472
11 116700422 116703788 APOC3 0.0153141769338684 NA NA NA NA NA 0 497
11 47185848 47198676 ARFGAP2 0.000384831556553671 NA NA NA NA NA 0 91
11 6496910 6502666 ARFIP2 0.000443811199359076 NA NA NA NA NA 0 546
11 46698630 46722165 ARHGAP1 0.000319445010920017 NA NA NA NA NA 0 132
11 64781585 64789656 ARL2 0.000274179874951069 NA NA NA NA NA 0 207
11 74975226 75062873 ARRB1 0.0054604892610911 NA NA NA NA NA 0 318
11 62104920 62160882 ASRGL1 0.0219731995472863 NA NA NA NA NA 0 267
11 62382768 62389647 B3GAT3 0.0313304403288889 NA NA NA NA NA 0 45
11 76745385 76753096 B3GNT6 0.000739114142851203 NA NA NA NA NA 0 340
11 64037302 64052176 BAD 0.000132276149910959 NA NA NA NA NA 0 251
11 27676440 27743605 BDNF 0.00741519883898713 NA NA NA NA NA 0 48
11 167784 207428 BET1L 0.00695510640885253 NA NA NA NA NA 0 251
11 102217942 102249401 BIRC2 0.000714423768808853 NA NA NA NA NA 0 319
11 102188215 102210134 BIRC3 0.000597842470878921 NA NA NA NA NA 0 322
11 1411129 1483919 BRSK2 0.013690658975233 NA NA NA NA NA 0 508
11 65684279 65686588 C11orf68 0.000428135147476094 NA NA NA NA NA 0 150
11 86013253 86056969 C11orf73 0.00100882584142168 NA NA NA NA NA 0 263
11 109292846 109299840 C11orf87 0.000209590520867987 NA NA NA NA NA 0 270
11 45928085 45928833 C11orf94 0.00112167877795655 NA NA NA NA NA 0 233
11 119209652 119217383 C1QTNF5 0.0192443452168299 NA NA NA NA NA 0 352
11 115039938 115375675 CADM1 0.0141711033780055 NA NA NA NA NA 0 472
