chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
13 110801318 110959496 COL4A1 0.0199766745676578 NA NA NA NA NA 0 633
13 113760105 113774995 F7 0.124940970540831 NA NA NA NA NA 0 15
13 28874489 29069265 FLT1 0.00195784325758966 NA NA NA NA NA 0 507
13 28577411 28674729 FLT3 0.00534214935625164 NA NA NA NA NA 0 24
13 41129804 41240734 FOXO1 0.010925062676903 NA NA NA NA NA 0 15
13 114523522 114567046 GAS6 0.0418546234103439 NA NA NA NA NA 0 111
13 92050929 93519490 GPC5 0.290935489915362 NA NA NA NA NA 0 34
13 21276266 21297237 IL17D 0.0823175124575914 NA NA NA NA NA 0 65
13 111365083 111373421 ING1 0.00111783559755737 NA NA NA NA NA 0 600
13 20207788 20247599 MPHOSPH8 0.00248644395057087 NA NA NA NA NA 0 325
13 73282495 73301825 MZT1 0.000404898860172566 NA NA NA NA NA 0 370
13 58205944 58303445 PCDH17 0.00647938368488167 NA NA NA NA NA 0 137
13 86366925 86373623 SLITRK6 0.0948906997225179 NA NA NA NA NA 0 17
13 80910111 80915086 SPRY2 0.00550264145777328 NA NA NA NA NA 0 123
13 99102455 99230194 STK24 0.000675281400847211 NA NA NA NA NA 0 420
13 53226844 53275044 SUGT1 0.000542620547677535 NA NA NA NA NA 0 220
13 24144509 24250232 TNFRSF19 0.0505466176171824 NA NA NA NA NA 0 45
13 43136872 43182149 TNFSF11 0.00742227707967503 NA NA NA NA NA 0 15
13 108903588 108960832 TNFSF13B 0.0271625725632832 NA NA NA NA NA 0 120
13 45911008 45915505 TPT1 0.000409807831516434 NA NA NA NA NA 0 342
13 27131840 27263085 WASF3 0.0132961659771174 NA NA NA NA NA 0 412
