chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
15 67493371 67547533 AAGAB 0.00101353519171513 NA NA NA NA NA 0 308
15 89346674 89418585 ACAN 0.00690900042231632 NA NA NA NA NA 0 455
15 58887403 59042177 ADAM10 0.000280652004126131 NA NA NA NA NA 0 460
15 73043710 73078187 ADPGK 0.000148719570590579 NA NA NA NA NA 0 16
15 101417919 101456831 ALDH1A3 0.000774755386434818 NA NA NA NA NA 0 681
15 69070874 69113236 ANP32A 0.00103787640798058 NA NA NA NA NA 0 350
15 90328120 90358633 ANPEP 0.000751151437682977 NA NA NA NA NA 0 441
15 60639333 60695082 ANXA2 0.139020088744811 NA NA NA NA NA 0 503
15 52839242 52862080 ARPP19 0.000873208842418979 NA NA NA NA NA 0 287
15 45003675 45011075 B2M 0.000275319910472941 NA NA NA NA NA 0 183
15 80253231 80263788 BCL2A1 0.000604949761722157 NA NA NA NA NA 0 510
15 52401460 52404972 BCL2L10 0.000546765775041994 NA NA NA NA NA 0 261
15 63613577 63674360 CA12 0.00216128146993166 NA NA NA NA NA 0 359
15 42640301 42704516 CAPN3 0.00141300578621481 NA NA NA NA NA 0 193
15 44580927 44707956 CASC4 0.00236957566682442 NA NA NA NA NA 0 151
15 59397277 59417244 CCNB2 0.00127127805083648 NA NA NA NA NA 0 449
15 55632230 55700708 CCPG1 0.00076412340502638 NA NA NA NA NA 0 288
15 41523037 41574043 CHP1 0.000942650658723142 NA NA NA NA NA 0 268
15 40763160 40765353 CHST14 0.000706996784988473 NA NA NA NA NA 0 233
15 65488337 65503826 CILP 0.000303576678411913 NA NA NA NA NA 0 253
15 43985084 43991420 CKMT1A 0.00476839179901083 NA NA NA NA NA 0 88
15 49398268 49447858 COPS2 0.00053725408423466 NA NA NA NA NA 0 205
15 75212132 75230509 COX5A 0.000261284194240329 NA NA NA NA NA 0 241
15 78632666 78640572 CRABP1 0.000344929914494495 NA NA NA NA NA 0 375
15 75074398 75095539 CSK 0.0016052576319218 NA NA NA NA NA 0 244
