chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
14 69340860 69446157 ACTN1 0.00187969724014878 NA NA NA NA NA 0 340
14 105190523 105213662 ADSSL1 0.0559558301658704 NA NA NA NA NA 0 418
14 77924213 77935817 AHSA1 0.000799700142991505 NA NA NA NA NA 0 415
14 105235686 105262088 AKT1 0.00165919898670164 NA NA NA NA NA 0 442
14 74523553 74551196 ALDH6A1 0.00920672855133327 NA NA NA NA NA 0 223
14 103388993 103399933 AMN 0.000906257995434159 NA NA NA NA NA 0 277
14 21152336 21167130 ANG 0.276940880750551 NA NA NA NA NA 0 742
14 24028774 24037279 AP1G2 0.018816323708216 NA NA NA NA NA 0 89
14 20923350 20925927 APEX1 0.00201236834205483 NA NA NA NA NA 0 677
14 50359810 50361490 ARF6 0.000566891742398863 NA NA NA NA NA 0 264
14 68086515 68118437 ARG2 0.000660941306351866 NA NA NA NA NA 0 220
14 32545320 32628934 ARHGAP5 0.000507169824848063 NA NA NA NA NA 0 383
14 92524896 92572965 ATXN3 0.0541238911686668 NA NA NA NA NA 0 484
14 104022881 104029168 BAG5 0.000487344880317496 NA NA NA NA NA 0 373
14 75988768 76013358 BATF 0.000438288964501216 NA NA NA NA NA 0 375
14 23767999 23780968 BCL2L2 0.0010258328929516 NA NA NA NA NA 0 602
14 54416454 54425479 BMP4 0.00123610526612527 NA NA NA NA NA 0 359
14 105675623 105781926 BRF1 0.001477276915416 NA NA NA NA NA 0 448
14 23456110 23479375 C14orf93 0.00057861962395423 NA NA NA NA NA 0 657
14 20779527 20801471 CCNB1IP1 0.00128716772496483 NA NA NA NA NA 0 663
14 103398716 103523799 CDC42BPB 0.000584336198017588 NA NA NA NA NA 0 285
14 54863567 54886936 CDKN3 0.000847311443526605 NA NA NA NA NA 0 350
14 35179593 35184029 CFL2 0.00690764824117437 NA NA NA NA NA 0 434
14 93389425 93401638 CHGA 0.0386228643740233 NA NA NA NA NA 0 411
14 102808956 102829253 CINP 0.00198160830799406 NA NA NA NA NA 0 344
14 103985996 103989448 CKB 0.000779246725017208 NA NA NA NA NA 0 382
14 24974559 24977471 CMA1 0.00102155583869227 NA NA NA NA NA 0 441
14 31343720 31364271 COCH 0.0518261527522878 NA NA NA NA NA 0 247
14 105952654 105958604 CRIP1 0.000570086237287088 NA NA NA NA NA 0 394
14 105939299 105946499 CRIP2 0.00285762614479889 NA NA NA NA NA 0 303
14 25042728 25045466 CTSG 0.00171313628665412 NA NA NA NA NA 0 404
14 69517598 69619867 DCAF5 0.000530477946337674 NA NA NA NA NA 0 356
14 101192042 101201539 DLK1 0.0014210419617311 NA NA NA NA NA 0 555
14 31915242 31926716 DTD2 0.00417003942093926 NA NA NA NA NA 0 320
14 21214051 21216539 EDDM3A 0.00222144806596029 NA NA NA NA NA 0 744
14 21236586 21239107 EDDM3B 0.000967249583224944 NA NA NA NA NA 0 760
14 23825611 23834961 EFS 0.00131307543912599 NA NA NA NA NA 0 588
14 67826714 67853233 EIF2S1 0.000324227177989801 NA NA NA NA NA 0 161
14 103799881 103811362 EIF5 0.000691546943234391 NA NA NA NA NA 0 352
14 74424713 74486102 ENTPD5 0.0823569197727825 NA NA NA NA NA 0 229
14 69846848 69865344 ERH 0.000771944607676329 NA NA NA NA NA 0 368
14 53106634 53162618 ERO1L 0.000905405215833952 NA NA NA NA NA 0 325
14 100437786 100610573 EVL 0.0275995400168828 NA NA NA NA NA 0 595
14 35514113 35582336 FAM177A1 0.107456241811881 NA NA NA NA NA 0 364
14 92335756 92414331 FBLN5 0.00617380513531125 NA NA NA NA NA 0 484
14 45584803 45604522 FKBP3 0.000486666934397401 NA NA NA NA NA 0 231
14 85996488 86095034 FLRT2 0.047550190708957 NA NA NA NA NA 0 354
14 29235050 29238870 FOXG1 0.000294327849459466 NA NA NA NA NA 0 290
14 65877310 66210839 FUT8 0.194909702050205 NA NA NA NA NA 0 256
14 69725994 69821183 GALNT16 0.0317975443168547 NA NA NA NA NA 0 372
14 55308726 55369570 GCH1 0.000681742394429591 NA NA NA NA NA 0 326
14 95999840 96011061 GLRX5 0.00110645133308625 NA NA NA NA NA 0 679
14 54941202 54955914 GMFB 0.000375087809901725 NA NA NA NA NA 0 346
14 24701628 24708448 GMPR2 0.0371157776556392 NA NA NA NA NA 0 16
14 53241912 53258386 GNPNAT1 0.00582398515771746 NA NA NA NA NA 0 318
14 59895740 59932060 GPR135 0.000664935587268 NA NA NA NA NA 0 242
14 91698876 91720269 GPR68 0.000691715764536588 NA NA NA NA NA 0 390
14 65405870 65409531 GPX2 0.000389632147680233 NA NA NA NA NA 0 238
14 96829814 96853625 GSKIP 0.000478955818731309 NA NA NA NA NA 0 596
14 77787227 77797940 GSTZ1 0.622921195824717 NA NA NA NA NA 0 444
14 25100160 25103473 GZMB 0.0051173472892182 NA NA NA NA NA 0 411
14 25075686 25078905 GZMH 0.000702153764373854 NA NA NA NA NA 0 407
14 62162231 62214976 HIF1A 0.00108553707691613 NA NA NA NA NA 0 317
14 21677295 21737653 HNRNPC 0.00157525387136104 NA NA NA NA NA 0 765
14 106109389 106111127 IGHG2 0.00276430952347157 NA NA NA NA NA 0 342
14 106090687 106092403 IGHG4 0.00108666058104601 NA NA NA NA NA 0 327
14 23842018 23845612 IL25 0.00079575151690096 NA NA NA NA NA 0 593
14 24630262 24635774 IRF9 0.000610119468907031 NA NA NA NA NA 0 465
14 105607318 105635161 JAG2 0.00138613067347894 NA NA NA NA NA 0 460
14 24037244 24048009 JPH4 0.00180471781219291 NA NA NA NA NA 0 567
14 104028233 104167888 KLC1 0.00415220836772326 NA NA NA NA NA 0 424
14 55590828 55612126 LGALS3 0.0558012536063684 NA NA NA NA NA 0 15
14 93170152 93215047 LGMN 0.0275424762310967 NA NA NA NA NA 0 372
14 42076773 42373752 LRFN5 0.000366987700587067 NA NA NA NA NA 0 252
14 23340822 23350789 LRP10 0.00685193918069312 NA NA NA NA NA 0 661
14 24780656 24787242 LTB4R 0.000430501745813466 NA NA NA NA NA 0 449
14 103851729 103970168 MARK3 0.0023056969858074 NA NA NA NA NA 0 389
14 65472892 65569413 MAX 0.0164564719306708 NA NA NA NA NA 0 266
