chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
17 7120444 7128592 ACADVL 0.00363900271497841 NA NA NA NA NA 0 558
17 61554422 61599209 ACE 0.173076743106024 NA NA NA NA NA 0 234
17 40023160 40086795 ACLY 0.00128075037251314 NA NA NA NA NA 0 239
17 48503519 48552206 ACSF2 0.00374362088681582 NA NA NA NA NA 0 455
17 42836399 42859214 ADAM11 0.000212959142598117 NA NA NA NA NA 0 229
17 19641297 19652256 ALDH3A1 0.00694618155101115 NA NA NA NA NA 0 210
17 26900133 26904282 ALDOC 0.0081159435811963 NA NA NA NA NA 0 15
17 7942335 7952452 ALOX15B 0.0033338225173442 NA NA NA NA NA 0 439
17 40996617 41002724 AOC2 0.00502928863530565 NA NA NA NA NA 0 17
17 64208151 64252643 APOH 0.0290680933245586 NA NA NA NA NA 0 415
17 79825597 79829282 ARHGDIA 0.000439081984232913 NA NA NA NA NA 0 497
17 41476327 41478505 ARL4D 0.00211234038516526 NA NA NA NA NA 0 206
17 7076750 7082883 ASGR1 0.0110052416799715 NA NA NA NA NA 0 554
17 7004641 7019019 ASGR2 0.00226415530205227 NA NA NA NA NA 0 553
17 3375668 3406713 ASPA 0.000687729629552306 NA NA NA NA NA 0 609
17 7549945 7561086 ATP1B2 0.063813985963568 NA NA NA NA NA 0 477
17 3827169 3867736 ATP2A3 0.000336190103954413 NA NA NA NA NA 0 607
17 8108056 8113918 AURKB 0.000829024809821271 NA NA NA NA NA 0 476
17 63524681 63557765 AXIN2 0.000892329766173622 NA NA NA NA NA 0 345
17 79008948 79091232 BAIAP2 0.00108804241843447 NA NA NA NA NA 0 526
17 40962152 40985367 BECN1 0.000399814375958497 NA NA NA NA NA 0 191
17 76210267 76221717 BIRC5 0.000615524330105806 NA NA NA NA NA 0 788
17 28575218 28619074 BLMH 0.00023893015620574 NA NA NA NA NA 0 123
17 65821640 65980494 BPTF 0.00117476751897093 NA NA NA NA NA 0 490
17 54869274 54916134 C17orf67 0.000939670528354736 NA NA NA NA NA 0 541
17 35732928 35749662 C17orf78 0.000547339273217957 NA NA NA NA NA 0 390
17 79213039 79215081 C17orf89 0.000746193795508904 NA NA NA NA NA 0 490
17 5336097 5352150 C1QBP 0.00124099721820067 NA NA NA NA NA 0 582
17 43037061 43045439 C1QL1 0.0284785163961287 NA NA NA NA NA 0 235
17 77018896 77045870 C1QTNF1 0.000699004949267727 NA NA NA NA NA 0 861
17 49707674 50237377 CA10 0.031468516965521 NA NA NA NA NA 0 359
17 58227297 58248260 CA4 0.000517517661923421 NA NA NA NA NA 0 134
17 46908350 46943884 CALCOCO2 0.00374140775207189 NA NA NA NA NA 0 260
17 3763609 3798185 CAMKK1 0.000692983058301831 NA NA NA NA NA 0 644
17 76987799 77005949 CANT1 0.000623233315709961 NA NA NA NA NA 0 859
17 46147414 46178883 CBX1 0.000653346868208296 NA NA NA NA NA 0 208
17 32687347 32690250 CCL1 0.000220855448910077 NA NA NA NA NA 0 533
17 32612687 32615353 CCL11 0.0113803552272164 NA NA NA NA NA 0 529
17 32683471 32685629 CCL13 0.000828132301334084 NA NA NA NA NA 0 547
17 34310327 34329100 CCL14 0.0740100241570908 NA NA NA NA NA 0 397
17 34323476 34329084 CCL15 0.145489636264903 NA NA NA NA NA 0 386
17 34303529 34308532 CCL16 0.202391873084506 NA NA NA NA NA 0 377
17 34391640 34399392 CCL18 0.122363837238071 NA NA NA NA NA 0 388
17 32582304 32584222 CCL2 0.000653167443269603 NA NA NA NA NA 0 535
17 34340096 34345005 CCL23 0.0799769392421135 NA NA NA NA NA 0 396
17 34415602 34417515 CCL3 0.0357763135058433 NA NA NA NA NA 0 392
17 34623842 34625731 CCL3L1 0.00197715172741954 NA NA NA NA NA 0 390
17 34538284 34540280 CCL4L1 0.0268252424399336 NA NA NA NA NA 0 271
17 34198495 34207812 CCL5 0.028821873720627 NA NA NA NA NA 0 346
17 32597240 32599261 CCL7 0.160110707557674 NA NA NA NA NA 0 531
17 32646055 32648421 CCL8 0.461776402733382 NA NA NA NA NA 0 529
17 72462555 72480933 CD300A 0.170052404406502 NA NA NA NA NA 0 577
17 72537247 72542282 CD300C 0.0354337811723088 NA NA NA NA NA 0 528
17 72606026 72619897 CD300E 0.000244206017368787 NA NA NA NA NA 0 577
17 72517313 72527613 CD300LB 0.000887312138463704 NA NA NA NA NA 0 579
17 72690452 72709117 CD300LF 0.000413550790174551 NA NA NA NA NA 0 558
17 7482785 7485429 CD68 0.00560040826244478 NA NA NA NA NA 0 472
17 80272744 80275478 CD7 0.0207984020471281 NA NA NA NA NA 0 119
17 62006100 62009714 CD79B 0.00027173733911072 NA NA NA NA NA 0 204
17 16245848 16256970 CENPV 0.000533057661097562 NA NA NA NA NA 0 300
17 48541857 48546327 CHAD 0.00307110914157659 NA NA NA NA NA 0 456
17 6977856 6983626 CLEC10A 0.000798733279938575 NA NA NA NA NA 0 550
17 57697219 57773671 CLTC 0.000159457824185713 NA NA NA NA NA 0 125
17 40118759 40131428 CNP 0.00414186701982609 NA NA NA NA NA 0 229
17 40947165 40950722 COA3 0.000603855251082765 NA NA NA NA NA 0 187
17 48260650 48278993 COL1A1 0.000661983082895078 NA NA NA NA NA 0 470
17 28705923 28797007 CPD 0.00106329226797365 NA NA NA NA NA 0 131
17 1323983 1366456 CRK 0.0020944855864203 NA NA NA NA NA 0 694
17 38171614 38174066 CSF3 0.00118116285821571 NA NA NA NA NA 0 258
17 80196899 80231607 CSNK1D 0.000577192336676923 NA NA NA NA NA 0 430
17 4636821 4643217 CXCL16 0.0378305420259597 NA NA NA NA NA 0 471
17 4046462 4090605 CYB5D2 0.0383621702911519 NA NA NA NA NA 0 505
17 74523438 74547257 CYGB 0.000370955297381805 NA NA NA NA NA 0 588
17 79993012 79995608 DCXR 0.00874221074108259 NA NA NA NA NA 0 465
17 40253422 40268985 DHX58 0.0236712868824149 NA NA NA NA NA 0 231
17 41561233 41621831 DHX8 0.000549579121576857 NA NA NA NA NA 0 205
17 7093209 7123021 DLG4 0.00247374369444289 NA NA NA NA NA 0 540
17 48067369 48072588 DLX3 0.00108223383221421 NA NA NA NA NA 0 493
17 48046334 48052321 DLX4 0.00130178140413056 NA NA NA NA NA 0 490
17 41843489 41856356 DUSP3 0.000594928677585281 NA NA NA NA NA 0 221
17 7128660 7137864 DVL2 0.00180026471038714 NA NA NA NA NA 0 557
17 56160776 56172897 DYNLL2 0.00214229883233248 NA NA NA NA NA 0 379
17 7608520 7614696 EFNB3 0.000996020593622681 NA NA NA NA NA 0 479
17 7476024 7482323 EIF4A1 0.00123980157091317 NA NA NA NA NA 0 488
17 78109013 78120982 EIF4A3 0.0010936367825032 NA NA NA NA NA 0 742
17 7210318 7215774 EIF5A 0.00142930729015995 NA NA NA NA NA 0 533
17 77071021 77084681 ENGASE 0.164102177442103 NA NA NA NA NA 0 766
17 4851387 4860426 ENO3 0.0506644991480184 NA NA NA NA NA 0 475
17 77704681 77738304 ENPP7 0.332062010374839 NA NA NA NA NA 0 674
17 79202077 79212891 ENTHD2 0.0029991385208333 NA NA NA NA NA 0 486
17 37844167 37886679 ERBB2 8.40284296337495e-05 NA NA NA NA NA 0 271
17 62116502 62208179 ERN1 0.000466401324695451 NA NA NA NA NA 0 239
17 74000583 74023533 EVPL 0.000515359324580711 NA NA NA NA NA 0 429
17 42430583 42441243 FAM171A2 0.00105646881139421 NA NA NA NA NA 0 248
17 66531254 66597530 FAM20A 0.0181001402867676 NA NA NA NA NA 0 412
17 80036214 80056208 FASN 0.00835519045870151 NA NA NA NA NA 0 468
17 18148150 18162230 FLII 0.00268307696427924 NA NA NA NA NA 0 232
17 78075355 78093678 GAA 0.100192454555634 NA NA NA NA NA 0 732
17 7143333 7146089 GABARAP 0.00177150420919385 NA NA NA NA NA 0 539
17 73747675 73761792 GALK1 0.00106851902204933 NA NA NA NA NA 0 384
17 9813926 10101868 GAS7 0.000370460632882027 NA NA NA NA NA 0 771
17 42982376 42994305 GFAP 0.000340957606239759 NA NA NA NA NA 0 218
17 73232694 73258444 GGA3 0.00042500289182468 NA NA NA NA NA 0 427
17 61994560 61996179 GH1 0.000866455338278954 NA NA NA NA NA 0 195
17 61957578 61959295 GH2 0.000681861183589226 NA NA NA NA NA 0 192
17 40340817 40346531 GHDC 0.000172459543467094 NA NA NA NA NA 0 228
17 47035916 47045958 GIP 0.000455781406547026 NA NA NA NA NA 0 295
17 4692254 4693685 GLTPD2 0.0309374118942801 NA NA NA NA NA 0 468
17 47280153 47287936 GNGT2 0.00207237852350591 NA NA NA NA NA 0 362
17 28804380 28854610 GOSR1 0.00101365334853015 NA NA NA NA NA 0 153
17 45000483 45105003 GOSR2 0.00064101550927788 NA NA NA NA NA 0 183
17 4835592 4838325 GP1BA 0.0195982155878943 NA NA NA NA NA 0 483
17 72363546 72368761 GPR142 0.0015657111356666 NA NA NA NA NA 0 632
17 18923986 18950950 GRAP 0.00167693447656419 NA NA NA NA NA 0 232
17 73314157 73401790 GRB2 0.000338237647340248 NA NA NA NA NA 0 425
17 37894180 37903544 GRB7 0.000426242490668207 NA NA NA NA NA 0 271
17 42422614 42430470 GRN 0.0174162602218064 NA NA NA NA NA 0 240
17 43224684 43229468 HEXIM1 0.00384491550148232 NA NA NA NA NA 0 237
17 43238067 43247407 HEXIM2 0.00485760592687407 NA NA NA NA NA 0 239
17 79650356 79670168 HGS 0.000635879938288965 NA NA NA NA NA 0 515
17 73131343 73164376 HN1 0.000513619830523603 NA NA NA NA NA 0 448
17 13399006 13505244 HS3ST3A1 0.000957916177191562 NA NA NA NA NA 0 746
17 14204400 14252721 HS3ST3B1 0.00182780378990799 NA NA NA NA NA 0 16
17 40701232 40707231 HSD17B1 0.000408967248085048 NA NA NA NA NA 0 214
17 62079954 62097994 ICAM2 0.000860588991711981 NA NA NA NA NA 0 215
17 73008765 73017356 ICT1 0.000422144967448367 NA NA NA NA NA 0 487
17 38599702 38613983 IGFBP4 0.00200579229631239 NA NA NA NA NA 0 229
17 74708919 74722866 JMJD6 0.00127061959973216 NA NA NA NA NA 0 627
17 39775692 39943183 JUP 0.000126921156668489 NA NA NA NA NA 0 265
17 40265126 40277610 KAT2A 0.00162807335922327 NA NA NA NA NA 0 221
17 4901243 4931696 KIF1C 0.00079007971232026 NA NA NA NA NA 0 492
17 66031635 66042958 KPNA2 0.00456673359064851 NA NA NA NA NA 0 412
17 45726842 45762871 KPNB1 0.000838063406180799 NA NA NA NA NA 0 199
17 39766030 39772151 KRT16 0.00103896036365506 NA NA NA NA NA 0 262
17 39775689 39781094 KRT17 0.000987967256506325 NA NA NA NA NA 0 258
17 39679869 39684560 KRT19 0.000579229432607919 NA NA NA NA NA 0 277
17 39032193 39041479 KRT20 0.00322289581142511 NA NA NA NA NA 0 294
17 76967320 76976191 LGALS3BP 0.024497958282983 NA NA NA NA NA 0 844
17 25956824 25976586 LGALS9 0.00998990985617057 NA NA NA NA NA 0 15
17 56295909 56345879 LPO 0.0356818373876686 NA NA NA NA NA 0 340
17 44588877 44633016 LRRC37A2 0.000404136652780855 NA NA NA NA NA 0 170
17 48452420 48474914 LRRC59 0.0018432334878467 NA NA NA NA NA 0 469
17 79876146 79885590 MAFG 0.000330708291349799 NA NA NA NA NA 0 487
17 21187984 21218552 MAP2K3 0.003418211345963 NA NA NA NA NA 0 287
17 11924141 12047147 MAP2K4 0.000287430983940856 NA NA NA NA NA 0 589
17 67410839 67539472 MAP2K6 0.000504237344948271 NA NA NA NA NA 0 393
17 61699775 61773663 MAP3K3 0.00125014879964746 NA NA NA NA NA 0 233
17 43971748 44105700 MAPT 0.000523314187252846 NA NA NA NA NA 0 203
17 37560538 37607539 MED1 0.000700377377457694 NA NA NA NA NA 0 277
17 19286755 19290553 MFAP4 0.0198680985168976 NA NA NA NA NA 0 104
17 56347217 56358296 MPO 0.0864411447763763 NA NA NA NA NA 0 303
17 60704762 60770958 MRC2 0.0421469488539845 NA NA NA NA NA 0 105
17 74668633 74707098 MXRA7 0.0465652216068322 NA NA NA NA NA 0 631
17 40688190 40696467 NAGLU 0.174858923514844 NA NA NA NA NA 0 74
17 42081914 42086431 NAGS 0.000366252610889734 NA NA NA NA NA 0 219
