chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
15 67493371 67547533 AAGAB 0.00189948128396521 NA NA NA NA NA 0 186
15 89346674 89418585 ACAN 0.0267834575254314 NA NA NA NA NA 0 21
15 58887403 59042177 ADAM10 0.00110954806166597 NA NA NA NA NA 0 20
15 73043710 73078187 ADPGK 0.00287712072686873 NA NA NA NA NA 0 67
15 101417919 101456831 ALDH1A3 0.00162834459853302 NA NA NA NA NA 0 289
15 69070874 69113236 ANP32A 0.000976313990486143 NA NA NA NA NA 0 35
15 90328120 90358633 ANPEP 0.00728159921101451 NA NA NA NA NA 0 26
15 60639333 60695082 ANXA2 0.0393152546621595 NA NA NA NA NA 0 36
15 52839242 52862080 ARPP19 0.00265829739685453 NA NA NA NA NA 0 161
15 45003675 45011075 B2M 0.00109060726705756 NA NA NA NA NA 0 83
15 80253231 80263788 BCL2A1 0.0011346735958321 NA NA NA NA NA 0 242
15 52401460 52404972 BCL2L10 0.00116947858525393 NA NA NA NA NA 0 107
15 63613577 63674360 CA12 0.00733897253262963 NA NA NA NA NA 0 178
15 42640301 42704516 CAPN3 0.00626311098418688 NA NA NA NA NA 0 142
15 44580927 44707956 CASC4 0.00153506558569072 NA NA NA NA NA 0 59
15 59397277 59417244 CCNB2 0.00270707493869409 NA NA NA NA NA 0 160
15 55632230 55700708 CCPG1 0.00176350971931498 NA NA NA NA NA 0 167
15 41523037 41574043 CHP1 0.00117347910341858 NA NA NA NA NA 0 85
15 40763160 40765353 CHST14 0.0016545832346072 NA NA NA NA NA 0 155
15 65488337 65503826 CILP 0.0014236360485562 NA NA NA NA NA 0 124
15 43985084 43991420 CKMT1A 0.0132195932005387 NA NA NA NA NA 0 53
15 49398268 49447858 COPS2 0.00117893330372635 NA NA NA NA NA 0 15
15 75212132 75230509 COX5A 0.00137989502483664 NA NA NA NA NA 0 80
15 78632666 78640572 CRABP1 0.000942776377281965 NA NA NA NA NA 0 190
15 75074398 75095539 CSK 0.0599043057069724 NA NA NA NA NA 0 15
15 75966663 76005189 CSPG4 0.00254183060652382 NA NA NA NA NA 0 106
15 79213400 79241916 CTSH 0.27854607754126 NA NA NA NA NA 0 15
15 64199235 64364232 DAPK2 0.012347088573775 NA NA NA NA NA 0 18
