chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
7 87563458 87832204 ADAM22 0.150018810893585 NA NA NA NA NA 0 57
7 31092076 31151089 ADCYAP1R1 0.000719612517931854 NA NA NA NA NA 0 436
7 16831435 16873057 AGR2 0.00539469692008371 NA NA NA NA NA 0 427
7 16899029 16921611 AGR3 0.00228550304125941 NA NA NA NA NA 0 419
7 134127102 134144036 AKR1B1 0.00913244984184392 NA NA NA NA NA 0 15
7 150521715 150558592 AOC1 0.0399669530386758 NA NA NA NA NA 0 15
7 128502880 128505898 ATP6V1F 0.000556619487213985 NA NA NA NA NA 0 328
7 142985308 143004789 CASP2 0.00181812367346727 NA NA NA NA NA 0 222
7 75276622 75452674 CCL24 0.533029106306531 NA NA NA NA NA 0 35
7 75234490 75419214 CCL26 0.010955967641043 NA NA NA NA NA 0 191
7 141627157 141646807 CLEC5A 0.0465881541488759 NA NA NA NA NA 0 24
7 73703805 73870900 CLIP2 0.00951964927538617 NA NA NA NA NA 0 62
7 99717236 99723134 CNPY4 0.020019267930245 NA NA NA NA NA 0 15
7 145813453 148118090 CNTNAP2 0.138239614933373 NA NA NA NA NA 0 712
7 130020180 130027955 CPA1 0.0164863632380476 NA NA NA NA NA 0 44
7 129906667 129929638 CPA2 0.0860405812915136 NA NA NA NA NA 0 79
7 29034847 29235067 CPVL 0.305927545262024 NA NA NA NA NA 0 16
7 44084239 44109055 DBNL 0.0035451607670769 NA NA NA NA NA 0 306
7 50526134 50633154 DDC 0.0609392413698589 NA NA NA NA NA 0 15
7 153584182 154685995 DPP6 0.0293864900874994 NA NA NA NA NA 0 378
7 55086714 55324313 EGFR 0.0243177266626707 NA NA NA NA NA 0 317
7 143087382 143105985 EPHA1 0.0402059825485061 NA NA NA NA NA 0 15
7 100400187 100425121 EPHB4 0.0128400092549544 NA NA NA NA NA 0 265
7 142552792 142632056 EPHB6 0.0348944156178679 NA NA NA NA NA 0 87
7 100318423 100321323 EPO 0.00471937166209403 NA NA NA NA NA 0 191
7 120988905 121036418 FAM3C 0.00800002164946365 NA NA NA NA NA 0 203
7 100882739 100895597 FIS1 0.0138395252009788 NA NA NA NA NA 0 15
7 30978284 31032869 GHRHR 0.00117842741504802 NA NA NA NA NA 0 414
7 23275586 23314727 GPNMB 0.0580055399732278 NA NA NA NA NA 0 28
7 124386051 124405681 GPR37 0.183779650665931 NA NA NA NA NA 0 212
7 76940068 77045717 GSAP 0.00137246300040128 NA NA NA NA NA 0 296
7 65425671 65447301 GUSB 0.0138785769560396 NA NA NA NA NA 0 58
7 81328322 81399754 HGF 0.00748007765799948 NA NA NA NA NA 0 352
7 75931861 75933612 HSPB1 0.109410289748461 NA NA NA NA NA 0 172
7 8152814 8302317 ICA1 0.00199903828307089 NA NA NA NA NA 0 634
7 45927956 45933267 IGFBP1 0.00318968364537921 NA NA NA NA NA 0 329
7 45951949 45961473 IGFBP3 0.0879703349776462 NA NA NA NA NA 0 147
7 22765503 22771621 IL6 0.00170464785646843 NA NA NA NA NA 0 372
7 142638201 142723277 KEL 0.0652097862481224 NA NA NA NA NA 0 15
7 73613982 73694788 LAT2 0.00297922516617148 NA NA NA NA NA 0 220
7 127881337 127897681 LEP 0.00166753921662429 NA NA NA NA NA 0 266
7 1855429 2272878 MAD1L1 0.010219955831918 NA NA NA NA NA 0 616
7 116312444 116438440 MET 0.0185399838272444 NA NA NA NA NA 0 50
7 135611509 135662101 MTPN 0.00143372943960663 NA NA NA NA NA 0 353
7 105888731 105926772 NAMPT 0.00237949764521381 NA NA NA NA NA 0 462
7 150688083 150711676 NOS3 0.00338762805231356 NA NA NA NA NA 0 500
7 24323782 24331484 NPY 0.0170127934165254 NA NA NA NA NA 0 30
7 107788068 108097161 NRCAM 0.0547994656765197 NA NA NA NA NA 0 50
7 33053742 33102409 NT5C3A 0.00673842932452282 NA NA NA NA NA 0 17
7 151038785 151075535 NUB1 0.0123910005192161 NA NA NA NA NA 0 18
7 8473585 8792593 NXPH1 0.00117551266332892 NA NA NA NA NA 0 643
7 100199800 100205798 PCOLCE 0.0143427023538215 NA NA NA NA NA 0 16
7 536895 559933 PDGFA 0.00290185099292552 NA NA NA NA NA 0 299
7 99965153 99997719 PILRA 0.435875212679281 NA NA NA NA NA 0 16
7 99933737 99965356 PILRB 0.589756760232712 NA NA NA NA NA 0 16
7 131808091 132333447 PLXNA4 0.00517627917168248 NA NA NA NA NA 0 451
7 131185021 131242976 PODXL 0.0259001465989116 NA NA NA NA NA 0 323
7 95034175 95064510 PON2 0.299096125771554 NA NA NA NA NA 0 80
7 94989256 95025680 PON3 0.0728953651539491 NA NA NA NA NA 0 15
7 1606966 1610641 PSMG3 0.000848245096662824 NA NA NA NA NA 0 426
7 136912088 137028611 PTN 0.0163243838206713 NA NA NA NA NA 0 363
7 157331750 158380480 PTPRN2 0.0208762084487112 NA NA NA NA NA 0 612
7 150035408 150038763 RARRES2 0.0199875773512086 NA NA NA NA NA 0 198
7 92759368 92777682 SAMD9L 0.041322441033231 NA NA NA NA NA 0 16
7 29959719 30029905 SCRN1 0.00788490118013433 NA NA NA NA NA 0 15
