chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
14 103388993 103399933 AMN 0.129324804723603 NA NA NA NA NA 0 256
14 21152336 21167130 ANG 0.188427966163518 NA NA NA NA NA 0 30
14 20923350 20925927 APEX1 0.0708226045993547 NA NA NA NA NA 0 20
14 67761088 67826982 ATP6V1D 0.000199705757915948 NA NA NA NA NA 0 151
14 54416454 54425479 BMP4 0.0025084582952227 NA NA NA NA NA 0 328
14 38723308 38725574 CLEC14A 0.00648507878337715 NA NA NA NA NA 0 124
14 105939299 105946499 CRIP2 0.0098942821013139 NA NA NA NA NA 0 40
14 101192042 101201539 DLK1 0.115462138701258 NA NA NA NA NA 0 16
14 74424713 74486102 ENTPD5 0.070921244325942 NA NA NA NA NA 0 16
14 85996488 86095034 FLRT2 0.128883734556245 NA NA NA NA NA 0 48
14 65877310 66210839 FUT8 0.205182692922925 NA NA NA NA NA 0 96
14 25100160 25103473 GZMB 0.0403616062613719 NA NA NA NA NA 0 44
14 25075686 25078905 GZMH 0.0189174766436909 NA NA NA NA NA 0 85
14 55590828 55612126 LGALS3 0.187030797814391 NA NA NA NA NA 0 15
14 93170152 93215047 LGMN 0.0400204706439664 NA NA NA NA NA 0 166
14 74964873 75079306 LTBP2 0.0171895603852466 NA NA NA NA NA 0 29
14 50885219 51027844 MAP4K5 0.0192054330640627 NA NA NA NA NA 0 15
14 65472892 65569413 MAX 0.00419030989686879 NA NA NA NA NA 0 32
14 52471521 52535712 NID2 0.175194325656866 NA NA NA NA NA 0 55
14 75408537 75422487 PGF 0.0131571937558161 NA NA NA NA NA 0 307
14 60712470 60765805 PPM1A 0.000613145497846781 NA NA NA NA NA 0 158
14 24605367 24608176 PSME1 0.00417763192375035 NA NA NA NA NA 0 17
14 24612574 24616779 PSME2 0.00428803195071954 NA NA NA NA NA 0 17
14 103058998 103196913 RCOR1 0.00107951117523716 NA NA NA NA NA 0 277
14 21359558 21360507 RNASE3 0.0383717261226379 NA NA NA NA NA 0 571
14 94908801 94919127 SERPINA11 0.239727375747156 NA NA NA NA NA 0 32
14 94953611 94984181 SERPINA12 0.272796657962813 NA NA NA NA NA 0 21
14 94929054 94946026 SERPINA9 0.232730772835327 NA NA NA NA NA 0 63
14 70320848 70499083 SMOC1 0.0578423630961457 NA NA NA NA NA 0 15
14 96176304 96180533 TCL1A 0.0442180205969452 NA NA NA NA NA 0 15
14 96152754 96158980 TCL1B 0.000569392232931054 NA NA NA NA NA 0 609
14 77228532 77249354 VASH1 0.00764990038628597 NA NA NA NA NA 0 19
