chr p0 p1 gene R2 Zscore.classic p.classic beta_alt se_alt p_alt n_used_snp n_snp
15 89346674 89418585 ACAN 0.00921769556850769 NA NA NA NA NA 0 20
15 90328120 90358633 ANPEP 0.142186340063055 NA NA NA NA NA 0 19
15 63613577 63674360 CA12 0.0546719419870279 NA NA NA NA NA 0 65
15 73976307 74006859 CD276 0.184498285249631 NA NA NA NA NA 0 23
15 79213400 79241916 CTSH 0.328105784762878 NA NA NA NA NA 0 29
15 45384848 45406542 DUOX2 0.000264408089263947 NA NA NA NA NA 0 213
15 91426925 91439006 FES 0.0090439907870531 NA NA NA NA NA 0 20
15 91411822 91426688 FURIN 0.0223328780847693 NA NA NA NA NA 0 20
15 39105354 39274630 GOLM2 0.000873811996458884 NA NA NA NA NA 0 390
15 99192200 99507759 IGF1R 0.010512104394392 NA NA NA NA NA 0 44
15 81451916 81605104 IL16 0.127653387760775 NA NA NA NA NA 0 108
15 74392652 74430881 ISLR2 0.0352375995988377 NA NA NA NA NA 0 33
15 68594050 68724501 ITGA11 0.0378999297079902 NA NA NA NA NA 0 16
15 40697686 40728146 IVD 0.000724971469443662 NA NA NA NA NA 0 220
15 81238630 81282169 MESD 0.000533357268407305 NA NA NA NA NA 0 426
15 89441916 89456642 MFGE8 0.056751129171282 NA NA NA NA NA 0 278
15 75182346 75191798 MPI 0.0217336891967194 NA NA NA NA NA 0 15
15 89002707 89010650 MRPL46 0.00145555045786432 NA NA NA NA NA 0 424
15 73852355 73926475 NPTN 0.000520372357692166 NA NA NA NA NA 0 237
15 88418230 88799999 NTRK3 0.0330026495933634 NA NA NA NA NA 0 475
15 90207596 90222658 PLIN1 0.000525987109161144 NA NA NA NA NA 0 396
15 75315896 75409803 PPCDC 0.0536232045980468 NA NA NA NA NA 0 15
15 64448011 64455404 PPIB 0.000538730432201683 NA NA NA NA NA 0 202
15 55903744 56035288 PRTG 0.12299306250397 NA NA NA NA NA 0 65
15 93586636 93632433 RGMA 0.049078217484278 NA NA NA NA NA 0 496
15 51973550 52013223 SCG3 0.191988729873626 NA NA NA NA NA 0 81
15 74701630 74726808 SEMA7A 0.00869432116467075 NA NA NA NA NA 0 232
15 42783431 42837547 SNAP23 0.00018879861152809 NA NA NA NA NA 0 177
15 45315302 45369383 SORD 0.0108156571187092 NA NA NA NA NA 0 157
15 41136216 41150405 SPINT1 0.0391682525891259 NA NA NA NA NA 0 15
15 40327940 40331389 SRP14 0.0011998504829782 NA NA NA NA NA 0 15
15 41849873 41871536 TYRO3 0.205338093403945 NA NA NA NA NA 0 177
15 50716577 50793280 USP8 0.00305369485718847 NA NA NA NA NA 0 16
